,Loyalty#,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType
2351,581913,Jean,Hanafan,Jean Hanafan,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,female,Bachelor,Suburban,43657.0,Married,Aurora,10/23/2020,,7996.6,Standard
2352,159272,Wen,Schweigert,Wen Schweigert,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,Bachelor,Suburban,29066.0,Married,Aurora,8/19/2018,,7998.14,Standard
2353,914352,Cesar,Contofalsky,Cesar Contofalsky,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,College,Urban,0.0,Married,Aurora,10/10/2021,,7999.25,Standard
2354,675879,Dominique,Bolk,Dominique Bolk,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,male,Bachelor,Rural,63834.0,Married,Aurora,2/13/2021,,8000.55,2021 Promotion
2355,181139,Roberto,Terwillegar,Roberto Terwillegar,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,male,College,Rural,0.0,Married,Aurora,7/20/2016,8/5/2021,8002.31,Standard
2356,969313,Diedre,Christion,Diedre Christion,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Suburban,54008.0,Married,Aurora,1/25/2018,,8004.21,Standard
2357,702884,Tenesha,Dinges,Tenesha Dinges,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Suburban,65473.0,Married,Aurora,3/9/2018,,8007.35,Standard
2358,357381,Ollie,Farwell,Ollie Farwell,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,College,Suburban,0.0,Divorced,Aurora,2/28/2017,,8007.4,Standard
2359,464447,Petra,Walke,Petra Walke,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,College,Suburban,0.0,Divorced,Aurora,5/16/2016,,8007.4,Standard
2360,823740,Lovetta,Seaman,Lovetta Seaman,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,College,Urban,0.0,Divorced,Aurora,3/23/2020,,8007.4,Standard
2361,950660,Christian,Wittenburg,Christian Wittenburg,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,College,Suburban,0.0,Divorced,Aurora,11/24/2018,,8007.4,Standard
2362,854742,Vivien,Benwarc,Vivien Benwarc,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,male,Bachelor,Urban,20961.0,Married,Aurora,4/20/2018,7/18/2019,8009.47,Standard
2363,935420,Vergie,Herriman,Vergie Herriman,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Bachelor,Rural,20961.0,Married,Aurora,5/15/2015,,8009.47,Standard
2364,119015,Ligia,Pelot,Ligia Pelot,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Rural,52009.0,Married,Aurora,5/26/2021,,8010.97,Standard
2365,153998,Ammie,Overweg,Ammie Overweg,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Suburban,58058.0,Married,Aurora,4/28/2021,,8012.37,2021 Promotion
2366,299359,Maida,Brentz,Maida Brentz,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Bachelor,Rural,40635.0,Divorced,Aurora,9/6/2019,,8012.84,Standard
2367,474342,Tyron,Mcannally,Tyron Mcannally,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Rural,40635.0,Divorced,Aurora,5/18/2020,,8012.84,Standard
2368,157902,Stephenie,Carrasquillo,Stephenie Carrasquillo,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,College,Suburban,0.0,Married,Aurora,10/11/2021,,8012.92,Standard
2369,383421,Exie,Reper,Exie Reper,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,College,Rural,0.0,Married,Aurora,11/6/2015,,8012.92,Standard
2370,670294,Ming,Witzke,Ming Witzke,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,Bachelor,Suburban,43196.0,Married,Aurora,10/14/2018,,8013.61,Standard
2371,874044,Lekisha,Neason,Lekisha Neason,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Suburban,43196.0,Married,Aurora,4/7/2016,,8013.61,Standard
2372,167016,Rochell,Allegrucci,Rochell Allegrucci,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,Bachelor,Urban,65636.0,Married,Aurora,3/10/2016,,8013.9,Standard
2373,131036,Dara,Ayles,Dara Ayles,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Suburban,82828.0,Married,Aurora,6/9/2019,,8016.75,Standard
2374,253635,Loyd,Waiss,Loyd Waiss,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,Bachelor,Suburban,82828.0,Married,Aurora,11/19/2017,,8016.75,Standard
2375,169699,Olympia,Klawitter,Olympia Klawitter,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,Bachelor,Suburban,54292.0,Married,Aurora,11/3/2019,7/3/2020,8021.07,Standard
2376,886299,Sam,Grudzien,Sam Grudzien,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,male,Bachelor,Rural,53231.0,Married,Aurora,12/15/2020,,8022.69,Standard
2377,442831,Prudence,Wiand,Prudence Wiand,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,Bachelor,Suburban,34335.0,Married,Aurora,11/24/2017,11/29/2020,8023.08,Standard
2378,600923,Lashanda,Revermann,Lashanda Revermann,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,Bachelor,Suburban,34335.0,Married,Aurora,1/24/2016,9/5/2019,8023.08,Standard
2379,803252,Madison,Bookhardt,Madison Bookhardt,Canada,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,male,Bachelor,Rural,95191.0,Divorced,Aurora,5/5/2017,9/27/2017,8024.51,Standard
2380,184754,Ezekiel,Vanderpol,Ezekiel Vanderpol,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,male,Bachelor,Urban,38702.0,Married,Aurora,7/2/2016,,8024.99,Standard
2381,644945,Velvet,Holden,Velvet Holden,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,male,College,Rural,0.0,Single,Aurora,8/1/2019,,8025.23,Standard
2382,797714,Maya,Hardee,Maya Hardee,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Bachelor,Suburban,87421.0,Married,Aurora,4/2/2018,,8026.28,Standard
2383,419893,Ai,Stockton,Ai Stockton,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,College,Urban,0.0,Single,Aurora,1/8/2020,,8026.38,Standard
2384,509223,Alfredo,Yee,Alfredo Yee,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,female,College,Urban,0.0,Single,Aurora,5/10/2020,8/10/2021,8026.38,Standard
2385,883255,Berna,Camelo,Berna Camelo,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,female,Bachelor,Rural,56482.0,Married,Aurora,12/6/2016,,8028.18,Standard
2386,371511,Nenita,Ruest,Nenita Ruest,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,College,Urban,0.0,Single,Aurora,4/25/2021,,8028.48,2021 Promotion
2387,558451,Elisha,Manas,Elisha Manas,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Urban,96869.0,Single,Aurora,5/24/2016,,8029.39,Standard
2388,638004,Tory,Mackenzie,Tory Mackenzie,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,Bachelor,Urban,76081.0,Single,Aurora,9/15/2020,,8029.72,Standard
2389,204935,Isabelle,Mcquaide,Isabelle Mcquaide,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Suburban,40082.0,Divorced,Aurora,8/8/2015,,8031.71,Standard
2390,799690,Alishia,Nol,Alishia Nol,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Rural,27658.0,Married,Aurora,4/28/2019,,8032.4,Standard
2391,485281,Chassidy,Maha,Chassidy Maha,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,Bachelor,Suburban,70311.0,Married,Aurora,11/19/2019,,8033.91,Standard
2392,146560,Jesse,Whigum,Jesse Whigum,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,female,College,Suburban,0.0,Single,Aurora,1/7/2021,,8036.45,Standard
2393,615561,Reba,Schwadron,Reba Schwadron,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,male,College,Rural,0.0,Single,Aurora,3/6/2019,,8036.45,Standard
2394,157674,Brady,Gron,Brady Gron,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Rural,71982.0,Single,Aurora,2/22/2016,,8038.95,Standard
2395,330343,Lael,Mojzisik,Lael Mojzisik,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Suburban,71982.0,Single,Aurora,12/29/2016,,8038.95,Standard
2396,828817,Hilda,Zuberbuhler,Hilda Zuberbuhler,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,male,Bachelor,Urban,55411.0,Married,Aurora,11/21/2015,,8042.8,Standard
2397,953795,Milagro,Mccleery,Milagro Mccleery,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Suburban,55411.0,Married,Aurora,5/23/2018,,8042.8,Standard
2398,255333,Dale,Kaye,Dale Kaye,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Suburban,71391.0,Married,Aurora,7/7/2017,,8044.87,Standard
2399,412803,Vannessa,Kenagy,Vannessa Kenagy,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,male,Bachelor,Rural,71391.0,Married,Aurora,9/8/2017,,8044.87,Standard
2400,515165,Buster,Bonenfant,Buster Bonenfant,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Suburban,71391.0,Married,Aurora,7/7/2018,,8044.87,Standard
2401,119460,Twanna,Emoto,Twanna Emoto,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Doctor,Urban,29808.0,Married,Aurora,1/31/2019,,8047.41,Standard
2402,491244,Willodean,Bzhyan,Willodean Bzhyan,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,College,Rural,0.0,Single,Aurora,2/10/2021,,8048.37,2021 Promotion
2403,209022,Serafina,Heichel,Serafina Heichel,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,female,Bachelor,Suburban,78617.0,Married,Aurora,3/1/2017,,8052.24,Standard
2404,691262,Hobert,Halbershtam,Hobert Halbershtam,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,male,Doctor,Urban,17301.0,Married,Aurora,8/7/2020,,8053.27,Standard
2405,480909,Hugo,Welz,Hugo Welz,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,male,Bachelor,Rural,75531.0,Single,Aurora,8/27/2019,,8054.98,Standard
2406,690797,Melani,Flierl,Melani Flierl,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,male,Bachelor,Urban,42124.0,Married,Aurora,8/2/2015,,8062.55,Standard
2407,635084,Virgie,Litter,Virgie Litter,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Suburban,51584.0,Divorced,Aurora,3/6/2017,,8068.62,Standard
2408,614307,Wade,Gillies,Wade Gillies,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,male,Bachelor,Rural,57938.0,Married,Aurora,5/26/2020,,8072.25,Standard
2409,992476,Tommye,Hollin,Tommye Hollin,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,female,Bachelor,Urban,53554.0,Married,Aurora,5/12/2016,,8082.88,Standard
2410,215955,Virgil,Bassett,Virgil Bassett,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,College,Rural,0.0,Single,Aurora,11/15/2020,,8083.54,Standard
2411,436235,Elvira,Helom,Elvira Helom,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,male,Bachelor,Suburban,31506.0,Married,Aurora,11/30/2018,,8083.92,Standard
2412,566961,Deadra,Somoza,Deadra Somoza,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,female,Doctor,Rural,20169.0,Married,Aurora,7/14/2018,,8084.33,Standard
2413,517867,Ray,Seacord,Ray Seacord,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Suburban,61409.0,Married,Aurora,10/23/2017,,8085.45,Standard
2414,457535,Justina,Blander,Justina Blander,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,female,Bachelor,Suburban,70811.0,Married,Aurora,11/15/2017,,8086.01,Standard
2415,361710,Esta,Pfeifle,Esta Pfeifle,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,College,Urban,0.0,Married,Aurora,9/10/2018,5/10/2019,8087.22,Standard
2416,156031,Onie,Grech,Onie Grech,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,Bachelor,Urban,50825.0,Married,Aurora,5/24/2019,,8092.88,Standard
2417,205111,Kip,Yanish,Kip Yanish,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,female,Bachelor,Urban,50825.0,Married,Aurora,8/23/2017,11/27/2021,8092.88,Standard
2418,733370,Bernardina,Lapuerta,Bernardina Lapuerta,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Suburban,50825.0,Married,Aurora,10/14/2017,,8092.88,Standard
2419,791282,Margherita,Dennen,Margherita Dennen,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Urban,59839.0,Single,Aurora,3/19/2021,11/19/2021,8093.9,2021 Promotion
2420,352092,Jeffrey,Mullick,Jeffrey Mullick,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Rural,85483.0,Married,Aurora,5/22/2020,,8096.31,Standard
2421,120126,Leonard,Tudor,Leonard Tudor,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,College,Urban,0.0,Divorced,Aurora,8/9/2020,,8098.97,Standard
2422,585978,Alfredia,Murelli,Alfredia Murelli,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,Bachelor,Rural,60932.0,Married,Aurora,9/19/2020,,8099.4,Standard
2423,516474,Leta,Whisonant,Leta Whisonant,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,female,College,Urban,0.0,Divorced,Aurora,12/11/2015,,8099.47,Standard
2424,463971,Rosamond,Novicki,Rosamond Novicki,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,Bachelor,Rural,89420.0,Married,Aurora,6/8/2019,,8100.24,Standard
2425,365468,Antoinette,Vosquez,Antoinette Vosquez,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,College,Suburban,0.0,Single,Aurora,3/26/2020,,8104.5,Standard
2426,967233,Telma,Glenna,Telma Glenna,Canada,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,male,Bachelor,Suburban,38893.0,Single,Aurora,12/11/2021,,8105.91,Standard
2427,965691,Heidi,Werries,Heidi Werries,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,High School or Below,Urban,20815.0,Married,Aurora,5/29/2018,1/29/2019,8106.0,Standard
2428,478912,Allyn,Strasburg,Allyn Strasburg,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,Bachelor,Suburban,81580.0,Divorced,Aurora,7/16/2015,,8106.22,Standard
2429,748033,Connie,Balow,Connie Balow,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Bachelor,Suburban,81580.0,Divorced,Aurora,3/20/2021,,8106.22,2021 Promotion
2430,638207,Lu,Rial,Lu Rial,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,College,Urban,0.0,Married,Aurora,7/22/2017,,8107.27,Standard
2431,691077,Madaline,Berlandy,Madaline Berlandy,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Rural,52548.0,Married,Aurora,2/25/2021,,8110.31,2021 Promotion
2432,203698,Edelmira,Aquirre,Edelmira Aquirre,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,High School or Below,Suburban,11489.0,Married,Aurora,3/16/2016,,8110.33,Standard
2433,293343,Annalisa,Valido,Annalisa Valido,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Urban,36554.0,Married,Aurora,10/12/2021,,8110.54,Standard
2434,545421,Malisa,Coriaty,Malisa Coriaty,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,Bachelor,Urban,36554.0,Married,Aurora,7/25/2015,,8110.54,Standard
2435,621006,Lyda,Posas,Lyda Posas,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Suburban,30622.0,Married,Aurora,12/6/2018,,8111.65,Standard
2436,799630,Jazmin,Vosburgh,Jazmin Vosburgh,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Rural,87403.0,Divorced,Aurora,9/16/2020,,8112.32,Standard
2437,534905,Grace,Maeda,Grace Maeda,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,Bachelor,Suburban,41701.0,Married,Aurora,5/8/2016,,8113.96,Standard
2438,244734,Larry,Tippen,Larry Tippen,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Rural,30595.0,Married,Aurora,7/3/2021,,8114.41,Standard
2439,275287,Tobie,Webster,Tobie Webster,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,College,Suburban,0.0,Divorced,Aurora,8/23/2020,,8129.51,Standard
2440,205197,Kandice,Gurin,Kandice Gurin,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,Bachelor,Rural,61036.0,Married,Aurora,3/25/2017,,8130.65,Standard
2441,499482,Alline,Aimbez,Alline Aimbez,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Suburban,93715.0,Married,Aurora,3/10/2021,,8131.78,2021 Promotion
2442,825593,Rose,Mcgregor,Rose Mcgregor,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,female,High School or Below,Suburban,24992.0,Married,Aurora,5/18/2020,,8139.0,Standard
2443,748682,Jammie,Ganigan,Jammie Ganigan,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,female,College,Rural,0.0,Divorced,Aurora,3/2/2019,,8140.0,Standard
2444,230101,Vivian,Ismay,Vivian Ismay,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Urban,92777.0,Married,Aurora,9/28/2018,,8146.27,Standard
2445,916317,Hellen,Rekas,Hellen Rekas,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Rural,92777.0,Married,Aurora,6/3/2021,,8146.27,Standard
2446,744711,Haydee,Hutnak,Haydee Hutnak,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,College,Urban,0.0,Single,Aurora,4/27/2021,,8150.57,2021 Promotion
2447,146028,Shanel,Calender,Shanel Calender,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,College,Suburban,0.0,Single,Aurora,6/11/2017,,8152.24,Standard
2448,330783,Carolee,Klavetter,Carolee Klavetter,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Rural,40589.0,Divorced,Aurora,10/7/2019,6/7/2021,8159.14,Standard
2449,887069,Kelley,Guye,Kelley Guye,Canada,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,female,Bachelor,Rural,40589.0,Divorced,Aurora,4/24/2017,12/24/2017,8159.14,Standard
2450,226804,Patrica,Prestwich,Patrica Prestwich,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Doctor,Suburban,24980.0,Divorced,Aurora,10/11/2021,,8160.59,Standard
2451,575574,Lashaunda,Rust,Lashaunda Rust,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Doctor,Urban,24980.0,Divorced,Aurora,8/24/2016,,8160.59,Standard
2452,259532,Tanisha,Lajaunie,Tanisha Lajaunie,Canada,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,female,College,Rural,0.0,Married,Aurora,8/23/2016,,8160.69,Standard
2453,506149,Alexa,Riggle,Alexa Riggle,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,College,Suburban,0.0,Married,Aurora,11/22/2021,,8160.69,Standard
2454,831545,Lolita,Tuchy,Lolita Tuchy,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,High School or Below,Suburban,12266.0,Married,Aurora,4/10/2021,,8161.17,2021 Promotion
2455,246421,Rudy,Vettel,Rudy Vettel,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Suburban,73466.0,Married,Aurora,4/11/2021,,8161.58,2021 Promotion
2456,625183,Amber,Kosloski,Amber Kosloski,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Suburban,32967.0,Married,Aurora,3/13/2018,,8161.94,Standard
2457,901819,Abby,Soulard,Abby Soulard,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,female,Bachelor,Suburban,66140.0,Married,Aurora,9/28/2016,,8162.62,Standard
2458,752826,Shakira,Stickels,Shakira Stickels,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,College,Rural,0.0,Single,Aurora,9/4/2016,,8166.88,Standard
2459,443595,Carol,Boady,Carol Boady,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,Bachelor,Rural,32799.0,Divorced,Aurora,3/30/2020,,8169.75,Standard
2460,116164,Carrol,Geremia,Carrol Geremia,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,Bachelor,Urban,95241.0,Married,Aurora,11/8/2020,,8170.62,Standard
2461,612703,Myrtie,Merone,Myrtie Merone,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,College,Suburban,0.0,Single,Aurora,1/10/2019,,8175.32,Standard
2462,444300,Leon,Adleman,Leon Adleman,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Bachelor,Suburban,67137.0,Married,Aurora,8/28/2020,,8176.58,Standard
2463,449223,Zora,Pellegrini,Zora Pellegrini,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,Bachelor,Suburban,67137.0,Married,Aurora,4/18/2021,,8176.58,2021 Promotion
2464,651959,Georgiann,Gonyou,Georgiann Gonyou,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,Bachelor,Urban,54695.0,Married,Aurora,7/11/2016,,8177.05,Standard
2465,763702,Mika,Carrasquillo,Mika Carrasquillo,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,Bachelor,Rural,54695.0,Married,Aurora,11/27/2018,,8177.05,Standard
2466,876326,Myrtice,Isebrand,Myrtice Isebrand,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,College,Suburban,0.0,Single,Aurora,3/14/2017,,8178.52,Standard
2467,684889,Shana,Rehbein,Shana Rehbein,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Bachelor,Urban,69114.0,Divorced,Aurora,4/22/2019,,8184.59,Standard
2468,726980,Myriam,Himel,Myriam Himel,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Bachelor,Suburban,69114.0,Divorced,Aurora,6/26/2021,,8184.59,Standard
2469,652499,Randolph,Vanroekel,Randolph Vanroekel,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,Bachelor,Suburban,82680.0,Married,Aurora,7/19/2021,,8184.69,Standard
2470,863432,Lyndsay,Keidong,Lyndsay Keidong,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Suburban,82680.0,Married,Aurora,1/26/2018,,8184.69,Standard
2471,661451,Sydney,Gangluff,Sydney Gangluff,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Rural,45318.0,Married,Aurora,11/20/2016,,8188.92,Standard
2472,384548,Layla,Zaunbrecher,Layla Zaunbrecher,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,Bachelor,Suburban,72191.0,Married,Aurora,6/26/2021,,8189.97,Standard
2473,928238,Melita,Poundstone,Melita Poundstone,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Urban,72191.0,Married,Aurora,9/16/2015,,8189.97,Standard
2474,943756,Eleanor,Brookes,Eleanor Brookes,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,Bachelor,Suburban,54840.0,Single,Aurora,3/11/2016,,8193.09,Standard
2475,680444,Latoya,Portello,Latoya Portello,Canada,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,female,Bachelor,Suburban,89219.0,Single,Aurora,11/30/2015,,8193.16,Standard
2476,205413,Verla,Wolansky,Verla Wolansky,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,High School or Below,Suburban,12780.0,Married,Aurora,4/22/2021,,8193.75,2021 Promotion
2477,285767,Xenia,Bedoya,Xenia Bedoya,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,College,Suburban,0.0,Married,Aurora,11/5/2019,7/5/2020,8197.2,Standard
2478,786287,Jordan,Dubovsky,Jordan Dubovsky,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Suburban,25381.0,Single,Aurora,4/11/2021,,8200.79,2021 Promotion
2479,298063,Nichol,Dalal,Nichol Dalal,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,female,College,Urban,0.0,Married,Aurora,3/12/2017,,8204.86,Standard
2480,756646,Wei,Kohlmeier,Wei Kohlmeier,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,male,Bachelor,Urban,85840.0,Married,Aurora,11/8/2018,,8205.39,Standard
2481,996745,Curtis,Halterman,Curtis Halterman,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,male,Bachelor,Urban,40420.0,Married,Aurora,1/5/2016,,8207.7,Standard
2482,670230,Stephen,Golec,Stephen Golec,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,College,Rural,0.0,Single,Aurora,6/14/2016,2/14/2017,8207.86,Standard
2483,995662,Twila,Mccormick,Twila Mccormick,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Bachelor,Urban,40646.0,Married,Aurora,7/27/2018,,8208.93,Standard
2484,272568,Kendal,Bachler,Kendal Bachler,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,male,Bachelor,Suburban,66037.0,Married,Aurora,10/21/2016,,8209.92,Standard
2485,276255,Verline,Carranco,Verline Carranco,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Bachelor,Urban,73245.0,Married,Aurora,2/20/2020,,8214.6,Standard
